year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2011,2,18,9,46.0,-12.0,0.0,1029.0,NW,13.41,0.0,0.0
2012,1,23,5,284.0,-23.0,-15.0,1031.0,NW,1.79,0.0,0.0
2014,11,2,16,10.0,-12.0,15.0,1022.0,NW,218.13,0.0,0.0
2013,4,7,9,67.0,-2.0,7.0,1011.0,SE,58.56,0.0,0.0
2014,2,19,21,89.0,-12.0,-2.0,1029.0,SE,20.11,0.0,0.0
2010,11,6,0,238.0,3.0,5.0,1018.0,NW,1.79,0.0,0.0
2012,2,23,13,15.0,-19.0,5.0,1026.0,NW,1.79,0.0,0.0
2014,8,11,0,86.0,19.0,24.0,1004.0,NW,1.79,0.0,0.0
2013,11,8,18,191.0,-1.0,7.0,1019.0,SE,0.89,0.0,0.0
2011,11,17,2,93.0,3.0,7.0,1026.0,cv,1.78,0.0,2.0
2011,12,6,17,189.0,0.0,1.0,1030.0,SE,2.68,0.0,0.0
2013,9,20,17,16.0,14.0,25.0,1013.0,SE,6.26,0.0,0.0
2010,5,16,21,47.0,14.0,15.0,1014.0,SE,95.22,0.0,6.0
2011,9,2,4,43.0,16.0,17.0,1010.0,cv,1.78,0.0,0.0
2014,12,11,5,14.0,-16.0,-3.0,1034.0,NW,156.01,0.0,0.0
2011,6,3,5,23.0,6.0,23.0,1004.0,NE,12.96,0.0,0.0
2010,8,10,19,154.0,21.0,27.0,1005.0,SE,23.25,0.0,0.0
2010,1,31,5,16.0,-17.0,1.0,1023.0,NW,105.47,0.0,0.0
2010,12,31,20,17.0,-20.0,-6.0,1031.0,NW,543.59,0.0,0.0
2010,5,12,3,37.0,6.0,12.0,1019.0,SE,22.36,0.0,0.0
2014,3,12,8,11.0,-19.0,6.0,1027.0,NW,27.71,0.0,0.0
2014,4,8,8,181.0,4.0,13.0,1016.0,cv,0.89,0.0,0.0
2011,11,18,15,40.0,0.0,15.0,1013.0,SE,1.79,0.0,0.0
2010,10,23,13,252.0,12.0,16.0,1018.0,cv,0.89,0.0,0.0
2012,7,17,2,61.0,19.0,25.0,1009.0,SE,1.79,0.0,0.0
2012,11,9,15,71.0,1.0,13.0,1024.0,SE,5.37,0.0,0.0
2011,8,9,10,217.0,25.0,30.0,1003.0,cv,1.78,0.0,0.0
2012,10,3,0,269.0,14.0,15.0,1012.0,cv,2.23,0.0,0.0
2011,6,11,19,27.0,15.0,22.0,1004.0,SE,1.79,0.0,0.0
2014,1,13,23,299.0,-19.0,-8.0,1032.0,NE,1.79,0.0,0.0
2012,5,30,19,9.0,2.0,24.0,1015.0,NE,1.79,0.0,0.0
2013,10,13,8,45.0,8.0,15.0,1019.0,NE,8.05,0.0,0.0
2010,1,14,2,174.0,-20.0,-15.0,1025.0,NW,0.89,0.0,0.0
2014,12,19,12,17.0,-16.0,5.0,1024.0,NW,64.37,0.0,0.0
2012,7,5,1,75.0,19.0,24.0,1003.0,SE,46.04,0.0,0.0
2010,7,25,9,231.0,24.0,29.0,1011.0,cv,1.78,0.0,0.0
2014,7,4,7,226.0,23.0,25.0,1004.0,NW,9.82,0.0,0.0
2014,7,16,19,60.0,20.0,26.0,1003.0,SE,21.45,0.0,1.0
2014,4,22,23,64.0,7.0,19.0,1011.0,SE,48.29,0.0,0.0
2011,10,22,12,287.0,11.0,18.0,1018.0,NW,6.71,0.0,0.0
2011,12,7,4,287.0,-1.0,0.0,1031.0,cv,0.45,2.0,0.0
2011,4,28,12,99.0,2.0,20.0,1006.0,cv,3.58,0.0,0.0
2013,8,6,0,55.0,22.0,25.0,998.0,NE,2.68,0.0,0.0
2012,8,24,4,88.0,17.0,18.0,1014.0,cv,2.67,0.0,0.0
2012,2,9,7,38.0,-20.0,-11.0,1027.0,cv,0.89,0.0,0.0
2010,5,1,8,89.0,0.0,16.0,1009.0,cv,0.89,0.0,0.0
2014,10,21,2,36.0,6.0,13.0,1025.0,SE,15.2,0.0,0.0
2011,1,19,13,21.0,-22.0,-2.0,1031.0,NW,27.71,0.0,0.0
2011,12,22,9,24.0,-17.0,-1.0,1035.0,NW,40.23,0.0,0.0
2013,6,16,10,165.0,19.0,24.0,1004.0,SE,18.78,0.0,0.0
2014,7,14,15,36.0,14.0,36.0,1001.0,SE,10.28,0.0,0.0
2014,1,19,6,130.0,-7.0,-3.0,1026.0,SE,1.79,0.0,0.0
2013,2,10,6,17.0,-19.0,-4.0,1029.0,NE,8.94,0.0,0.0
2014,11,27,23,39.0,-11.0,6.0,1024.0,NW,3.13,0.0,0.0
2011,5,14,23,46.0,2.0,23.0,1004.0,SE,65.27,0.0,0.0
2013,11,28,14,23.0,-30.0,6.0,1024.0,NW,430.02,0.0,0.0
2014,5,13,15,42.0,1.0,30.0,998.0,NW,16.99,0.0,0.0
2011,7,18,19,134.0,21.0,27.0,1003.0,NW,8.94,0.0,0.0
2011,3,13,23,9.0,-16.0,7.0,1026.0,NW,21.01,0.0,0.0
2010,2,19,7,157.0,-15.0,-9.0,1018.0,NW,3.58,0.0,0.0
2010,8,4,3,202.0,21.0,25.0,1001.0,NE,4.46,0.0,0.0
2014,5,19,19,97.0,16.0,26.0,1002.0,SE,28.61,0.0,0.0
2010,3,10,0,46.0,-11.0,-5.0,1028.0,SE,2.68,0.0,0.0
2010,3,20,13,64.0,-14.0,7.0,1012.0,NW,98.81,0.0,0.0
2014,7,23,8,20.0,19.0,25.0,1005.0,cv,0.89,0.0,0.0
2014,4,22,7,68.0,3.0,12.0,1016.0,NW,8.94,0.0,0.0
2014,9,16,10,25.0,8.0,20.0,1019.0,NE,3.58,0.0,0.0
2014,6,24,9,68.0,18.0,28.0,1006.0,cv,0.89,0.0,0.0
2013,8,3,14,28.0,17.0,32.0,1002.0,SE,6.71,0.0,0.0
2010,6,4,7,95.0,14.0,18.0,1017.0,cv,1.78,0.0,0.0
2012,11,29,21,81.0,-9.0,-4.0,1024.0,NE,0.89,0.0,0.0
2011,7,14,19,133.0,23.0,28.0,1004.0,SE,1.79,0.0,1.0
2013,10,28,21,386.0,6.0,11.0,1023.0,NW,1.79,0.0,0.0
2011,4,6,3,96.0,-3.0,14.0,1019.0,SE,94.33,0.0,0.0
2014,8,21,17,113.0,20.0,32.0,1005.0,SE,18.33,0.0,0.0
2012,9,19,19,89.0,12.0,22.0,1009.0,SE,16.1,0.0,0.0
2012,2,19,23,56.0,-18.0,-5.0,1022.0,cv,2.67,0.0,0.0
2011,4,20,13,165.0,5.0,22.0,1008.0,SE,6.71,0.0,0.0
2010,4,11,21,87.0,2.0,6.0,1015.0,NE,1.79,0.0,0.0
2012,6,6,18,46.0,14.0,27.0,1000.0,NW,16.98,0.0,0.0
2011,8,20,16,74.0,20.0,31.0,1010.0,SE,13.86,0.0,0.0
2010,11,15,6,9.0,-8.0,0.0,1035.0,NW,227.18,0.0,0.0
2013,3,21,18,210.0,-1.0,6.0,1006.0,NW,8.05,0.0,0.0
2013,3,9,22,18.0,-21.0,5.0,1026.0,NW,143.04,0.0,0.0
2011,2,20,12,379.0,-6.0,6.0,1028.0,SE,1.79,0.0,0.0
2014,4,28,23,86.0,8.0,15.0,1016.0,SE,0.89,0.0,0.0
2014,9,4,2,38.0,16.0,17.0,1006.0,NE,3.57,0.0,0.0
2010,6,27,13,120.0,15.0,29.0,1003.0,cv,1.79,0.0,0.0
2010,3,8,17,50.0,-7.0,-2.0,1039.0,NW,4.92,0.0,0.0
2014,7,3,3,190.0,21.0,23.0,1001.0,SE,9.83,0.0,0.0
2014,4,20,7,84.0,5.0,9.0,1018.0,NW,8.94,0.0,0.0
2013,3,24,12,11.0,-18.0,8.0,1023.0,NW,3.13,0.0,0.0
2013,5,14,22,51.0,7.0,21.0,1011.0,NE,1.79,0.0,0.0
2014,4,11,3,71.0,-2.0,13.0,1021.0,SE,10.29,0.0,0.0
2014,11,11,7,9.0,-7.0,11.0,1018.0,NW,12.97,0.0,0.0
2012,11,27,16,241.0,-6.0,3.0,1008.0,cv,0.89,0.0,0.0
2011,10,21,16,233.0,11.0,19.0,1018.0,SE,1.79,0.0,0.0
2011,1,6,17,20.0,-18.0,-1.0,1036.0,NW,399.62,0.0,0.0
2011,12,17,1,123.0,-19.0,-13.0,1035.0,NW,1.79,0.0,0.0
2013,6,4,1,164.0,12.0,23.0,1008.0,SE,3.58,0.0,0.0
2010,9,17,23,31.0,12.0,14.0,1015.0,NE,4.47,0.0,27.0
2011,8,22,5,134.0,20.0,20.0,1010.0,cv,1.78,0.0,0.0
2012,8,13,19,32.0,16.0,26.0,1008.0,SE,15.65,0.0,0.0
2012,9,13,23,12.0,11.0,14.0,1015.0,NE,1.79,0.0,0.0
2014,7,20,13,67.0,24.0,34.0,1004.0,SE,25.93,0.0,0.0
2010,10,19,21,82.0,7.0,9.0,1029.0,SE,2.68,0.0,0.0
2010,12,1,6,239.0,-1.0,1.0,1015.0,SE,1.79,0.0,0.0
2011,8,11,2,82.0,24.0,25.0,1007.0,NE,1.79,0.0,0.0
2014,8,9,15,53.0,17.0,31.0,1004.0,SE,13.41,0.0,0.0
2014,5,10,15,63.0,7.0,20.0,1015.0,NE,1.79,0.0,0.0
2014,2,4,7,10.0,-32.0,-6.0,1031.0,NW,46.05,0.0,0.0
2012,6,3,22,84.0,17.0,18.0,1006.0,cv,1.78,0.0,0.0
2011,5,12,18,32.0,-2.0,23.0,1008.0,NW,254.79,0.0,0.0
2013,4,8,22,11.0,-15.0,8.0,1016.0,NW,203.4,0.0,0.0
2013,9,8,9,50.0,15.0,21.0,1018.0,cv,0.89,0.0,0.0
2011,10,10,19,69.0,7.0,17.0,1025.0,SE,16.1,0.0,0.0
2011,3,30,0,75.0,-6.0,8.0,1022.0,cv,0.89,0.0,0.0
2011,6,29,8,259.0,21.0,24.0,1005.0,SE,1.79,0.0,0.0
2012,8,28,14,64.0,19.0,33.0,1000.0,cv,2.68,0.0,0.0
2010,12,5,22,8.0,-15.0,3.0,1031.0,NW,85.36,0.0,0.0
2010,8,21,6,52.0,21.0,22.0,1012.0,cv,2.67,0.0,1.0
2012,11,20,20,159.0,-2.0,3.0,1022.0,cv,0.89,0.0,0.0
2011,1,31,5,13.0,-19.0,-9.0,1030.0,NW,23.25,0.0,0.0
2013,1,29,12,484.0,-4.0,-4.0,1025.0,cv,0.89,3.0,0.0
2010,9,2,3,105.0,18.0,21.0,1014.0,NW,2.68,0.0,0.0
2010,5,11,20,24.0,4.0,19.0,1015.0,NE,2.68,0.0,0.0
2011,12,14,8,11.0,-16.0,-4.0,1034.0,NW,85.4,0.0,0.0
2014,7,22,18,15.0,16.0,29.0,1006.0,NW,28.16,0.0,0.0
2012,6,4,20,61.0,12.0,30.0,1002.0,SE,37.55,0.0,0.0
2012,11,9,20,116.0,3.0,5.0,1025.0,SE,0.89,0.0,0.0
2012,8,25,13,126.0,17.0,28.0,1012.0,cv,1.79,0.0,0.0
2012,3,3,19,117.0,-8.0,0.0,1027.0,SE,51.86,0.0,0.0
2014,2,26,0,541.0,-4.0,0.0,1025.0,cv,2.23,0.0,0.0
2010,7,23,19,110.0,22.0,32.0,1007.0,SE,31.74,0.0,0.0
2012,5,21,15,167.0,17.0,25.0,1013.0,cv,0.89,0.0,0.0
2011,11,9,1,61.0,2.0,4.0,1027.0,NW,4.47,0.0,0.0
2012,2,17,9,17.0,-23.0,-5.0,1035.0,NW,201.61,0.0,0.0
2011,6,21,21,116.0,16.0,30.0,1000.0,SE,46.48,0.0,0.0
2012,3,26,6,152.0,-5.0,2.0,1021.0,NE,6.26,0.0,0.0
2010,6,8,0,128.0,14.0,23.0,1014.0,SE,54.09,0.0,0.0
2013,6,24,21,45.0,20.0,22.0,1000.0,SE,3.13,0.0,3.0
2011,3,22,7,13.0,-22.0,1.0,1031.0,NW,3.13,0.0,0.0
2010,9,14,19,169.0,17.0,26.0,1012.0,SE,15.2,0.0,0.0
2014,9,14,13,10.0,4.0,22.0,1019.0,NE,21.01,0.0,0.0
2011,7,27,20,90.0,24.0,27.0,1002.0,SE,32.18,0.0,0.0
2012,1,25,16,43.0,-21.0,2.0,1020.0,NW,22.8,0.0,0.0
2014,11,10,19,111.0,-1.0,12.0,1020.0,SE,4.02,0.0,0.0
2014,5,23,0,73.0,14.0,23.0,1009.0,SE,66.16,0.0,0.0
2014,11,3,7,11.0,-3.0,0.0,1022.0,cv,1.78,0.0,0.0
2012,2,26,10,46.0,-17.0,2.0,1031.0,NE,4.92,0.0,0.0
2013,4,17,2,52.0,1.0,8.0,1013.0,SE,47.83,0.0,0.0
2012,3,12,16,64.0,-19.0,9.0,1023.0,SE,11.17,0.0,0.0
2013,7,11,22,53.0,19.0,25.0,1006.0,SE,8.05,0.0,0.0
2014,9,25,21,157.0,17.0,19.0,1014.0,SE,1.79,0.0,0.0
2010,9,1,19,59.0,19.0,24.0,1013.0,NW,38.9,0.0,0.0
2012,6,23,0,127.0,20.0,23.0,1004.0,cv,0.89,0.0,0.0
2014,3,8,11,196.0,-5.0,5.0,1024.0,cv,2.68,0.0,0.0
2012,7,28,7,94.0,24.0,25.0,1003.0,SE,13.86,0.0,0.0
2010,4,23,22,39.0,-7.0,16.0,1020.0,SE,13.86,0.0,0.0
2011,9,29,0,339.0,15.0,16.0,1015.0,NW,3.58,0.0,0.0
2013,10,3,17,65.0,10.0,20.0,1016.0,cv,0.89,0.0,0.0
2011,4,30,19,201.0,-1.0,17.0,1004.0,NW,98.34,0.0,0.0
2013,5,11,0,47.0,5.0,19.0,999.0,SE,24.58,0.0,0.0
2012,11,9,10,128.0,3.0,10.0,1026.0,cv,3.12,0.0,0.0
2011,7,4,9,47.0,17.0,29.0,1005.0,NW,12.52,0.0,0.0
2010,12,24,13,20.0,-26.0,-5.0,1036.0,NW,26.36,0.0,0.0
2011,5,8,11,54.0,5.0,22.0,1011.0,SE,13.4,0.0,0.0
2014,11,13,6,15.0,-10.0,-3.0,1026.0,cv,1.78,0.0,0.0
2013,4,14,20,50.0,-4.0,14.0,1005.0,SE,39.78,0.0,0.0
2013,3,10,5,22.0,-13.0,-2.0,1028.0,cv,0.89,0.0,0.0
2010,8,19,5,88.0,21.0,22.0,1011.0,NW,9.84,0.0,0.0
2013,3,29,23,66.0,-7.0,4.0,1023.0,SE,14.3,0.0,0.0
2013,9,11,11,92.0,15.0,24.0,1016.0,cv,1.78,0.0,0.0
2014,8,7,17,44.0,15.0,32.0,1007.0,SE,14.3,0.0,0.0
2013,10,15,18,28.0,-8.0,14.0,1027.0,SE,7.15,0.0,0.0
2012,10,18,20,75.0,5.0,11.0,1018.0,cv,0.89,0.0,0.0
2012,2,19,16,33.0,-22.0,7.0,1020.0,SE,4.02,0.0,0.0
2014,8,10,11,38.0,18.0,29.0,1004.0,cv,1.78,0.0,0.0
2012,10,30,19,68.0,-4.0,11.0,1019.0,NW,4.02,0.0,0.0
2014,7,3,11,274.0,22.0,27.0,1001.0,SE,10.74,0.0,0.0
2012,5,6,19,136.0,11.0,24.0,1003.0,SE,32.18,0.0,0.0
2010,12,14,7,15.0,-22.0,-11.0,1034.0,NW,19.67,0.0,0.0
2013,12,9,15,12.0,-19.0,6.0,1022.0,NW,213.23,0.0,0.0
2013,10,21,19,77.0,4.0,11.0,1023.0,SE,0.89,0.0,0.0
2011,6,4,23,22.0,10.0,20.0,1007.0,SE,1.79,0.0,0.0
2012,3,8,22,37.0,-17.0,-2.0,1029.0,NE,0.89,0.0,0.0
2011,6,21,12,164.0,15.0,34.0,1003.0,SE,7.15,0.0,0.0
2014,6,14,8,25.0,18.0,23.0,1008.0,NW,8.49,0.0,0.0
2013,5,14,9,47.0,-1.0,24.0,1008.0,NW,55.43,0.0,0.0
2013,12,14,20,92.0,-20.0,-4.0,1030.0,cv,0.89,0.0,0.0
2013,9,25,11,11.0,-5.0,21.0,1022.0,NW,7.15,0.0,0.0
2012,12,22,14,32.0,-15.0,-2.0,1033.0,NW,8.94,0.0,0.0
2014,11,1,13,11.0,-6.0,15.0,1019.0,NW,25.93,0.0,0.0
2014,4,14,22,187.0,10.0,19.0,1015.0,SE,24.14,0.0,0.0
2012,5,28,13,149.0,15.0,31.0,1011.0,SE,9.84,0.0,0.0
2010,8,17,8,166.0,21.0,26.0,1009.0,SE,3.13,0.0,0.0
2014,7,22,17,11.0,17.0,29.0,1006.0,NW,24.14,0.0,0.0
2010,7,9,3,67.0,16.0,25.0,1007.0,SE,40.23,0.0,0.0
2012,8,6,9,81.0,25.0,30.0,1010.0,NE,1.79,0.0,0.0
2011,4,20,3,97.0,2.0,11.0,1011.0,cv,0.89,0.0,0.0
2011,2,8,16,27.0,-14.0,7.0,1017.0,SE,4.02,0.0,0.0
2013,12,18,18,91.0,-19.0,-4.0,1029.0,SE,10.29,0.0,0.0
2011,2,7,5,130.0,-9.0,-2.0,1017.0,SE,4.92,0.0,0.0
2012,12,16,15,78.0,-5.0,-2.0,1026.0,SE,1.79,8.0,0.0
2014,8,22,1,23.0,18.0,23.0,1008.0,NE,1.79,0.0,0.0
2012,7,17,21,64.0,21.0,27.0,1009.0,SE,65.71,0.0,0.0
2014,6,25,1,54.0,17.0,25.0,1003.0,SE,42.46,0.0,0.0
2012,9,20,7,57.0,13.0,15.0,1014.0,NE,1.79,0.0,0.0
2014,12,19,0,274.0,-7.0,-5.0,1024.0,NW,0.89,0.0,0.0
2010,10,13,22,164.0,10.0,12.0,1016.0,NW,3.13,0.0,0.0
2010,2,26,7,46.0,-5.0,0.0,1021.0,SE,79.58,0.0,0.0
2014,1,29,4,84.0,-10.0,-6.0,1019.0,cv,1.34,0.0,0.0
2014,1,9,23,73.0,-21.0,-8.0,1031.0,NE,0.89,0.0,0.0
2013,3,7,21,510.0,0.0,9.0,1003.0,cv,0.89,0.0,0.0
2013,6,10,18,21.0,12.0,24.0,1011.0,SE,8.94,0.0,0.0
2013,6,16,23,189.0,19.0,22.0,1003.0,NE,8.05,0.0,1.0
2010,5,10,4,46.0,5.0,10.0,1005.0,SE,3.58,0.0,0.0
2010,2,23,20,246.0,-6.0,2.0,1003.0,NW,1.79,0.0,0.0
2011,12,23,17,18.0,-17.0,3.0,1025.0,NW,42.02,0.0,0.0
2014,9,5,12,109.0,19.0,27.0,1011.0,SE,9.39,0.0,0.0
2011,3,15,5,11.0,-18.0,2.0,1029.0,NW,215.03,0.0,0.0
2011,10,8,22,329.0,15.0,16.0,1017.0,cv,0.89,0.0,0.0
2011,2,16,19,211.0,-6.0,-1.0,1021.0,SE,4.47,0.0,0.0
2014,4,27,1,41.0,10.0,12.0,1021.0,NE,0.89,0.0,0.0
2012,5,4,9,134.0,14.0,24.0,1008.0,NE,1.79,0.0,0.0
2010,11,27,8,19.0,-21.0,0.0,1024.0,NW,105.05,0.0,0.0
2013,6,6,16,148.0,19.0,20.0,1008.0,cv,0.89,0.0,0.0
2010,5,1,15,52.0,-1.0,32.0,1004.0,SE,15.64,0.0,0.0
2011,9,10,14,20.0,14.0,15.0,1024.0,NE,1.79,0.0,12.0
2013,8,8,22,27.0,19.0,28.0,1000.0,SE,1.79,0.0,0.0
2012,2,25,12,14.0,-21.0,1.0,1032.0,NW,72.4,0.0,0.0
2014,5,1,22,51.0,4.0,15.0,1012.0,NW,57.66,0.0,1.0
2011,12,19,2,27.0,-18.0,-2.0,1032.0,NE,4.02,0.0,0.0
2014,10,14,8,22.0,1.0,8.0,1022.0,NW,4.92,0.0,0.0
2013,2,12,18,123.0,-13.0,2.0,1023.0,SE,25.03,0.0,0.0
2010,11,13,16,11.0,-14.0,3.0,1027.0,NW,155.14,0.0,0.0
2012,10,11,13,139.0,1.0,21.0,1015.0,SE,16.99,0.0,0.0
2010,4,21,3,38.0,1.0,12.0,1022.0,cv,0.89,0.0,0.0
2014,5,19,10,95.0,16.0,22.0,1006.0,SE,1.79,0.0,0.0
2013,7,31,22,24.0,20.0,23.0,1003.0,SE,3.13,0.0,3.0
2012,6,17,19,93.0,11.0,36.0,999.0,SE,32.64,0.0,0.0
2013,10,15,9,13.0,-9.0,11.0,1034.0,NE,1.79,0.0,0.0
2014,3,27,9,336.0,9.0,16.0,1014.0,SE,3.13,0.0,0.0
2014,6,7,11,3.0,9.0,26.0,1005.0,NW,33.53,0.0,0.0
2012,4,7,14,92.0,-6.0,18.0,1013.0,SE,8.94,0.0,0.0
2013,12,15,0,52.0,-19.0,-3.0,1032.0,cv,1.79,0.0,0.0
2011,4,14,8,184.0,7.0,17.0,1007.0,NW,6.71,0.0,0.0
2012,11,22,17,13.0,-11.0,6.0,1026.0,NW,37.11,0.0,0.0
2011,9,8,18,57.0,16.0,19.0,1013.0,SE,14.31,0.0,0.0
2010,1,11,2,23.0,-19.0,-11.0,1036.0,NW,4.02,0.0,0.0
2012,3,9,7,120.0,-8.0,-7.0,1030.0,NE,0.89,0.0,0.0
2012,8,13,22,46.0,19.0,22.0,1009.0,SE,3.58,0.0,0.0
2011,6,17,2,134.0,17.0,21.0,1008.0,SE,11.18,0.0,0.0
2013,12,7,19,429.0,-4.0,0.0,1019.0,NE,1.78,0.0,0.0
2010,3,25,12,12.0,-20.0,7.0,1028.0,NW,51.85,0.0,0.0
2014,10,17,10,80.0,3.0,15.0,1017.0,NW,4.47,0.0,0.0
2011,2,17,15,50.0,-10.0,7.0,1024.0,NW,1.79,0.0,0.0
2014,8,13,7,36.0,19.0,20.0,1008.0,NE,3.13,0.0,4.0
2013,6,18,1,54.0,18.0,24.0,999.0,cv,1.78,0.0,0.0
2010,2,4,22,82.0,-21.0,-3.0,1027.0,cv,0.89,0.0,0.0
2013,12,13,21,66.0,-20.0,-4.0,1025.0,cv,0.89,0.0,0.0
2013,6,11,16,98.0,15.0,24.0,1006.0,SE,25.48,0.0,1.0
2014,2,25,22,545.0,-4.0,1.0,1026.0,cv,0.89,0.0,0.0
2012,9,9,8,130.0,19.0,20.0,1016.0,NE,0.89,0.0,0.0
2014,3,21,19,40.0,-14.0,16.0,1016.0,SE,22.79,0.0,0.0
2010,8,13,15,190.0,25.0,30.0,1001.0,SE,7.15,0.0,0.0
2013,12,4,11,71.0,-12.0,11.0,1020.0,NE,3.13,0.0,0.0
2013,5,8,21,77.0,12.0,22.0,1013.0,SE,44.26,0.0,1.0
2011,10,19,9,99.0,9.0,12.0,1023.0,NW,12.07,0.0,0.0
2012,5,28,20,125.0,12.0,28.0,1010.0,SE,41.58,0.0,0.0
2014,4,3,17,7.0,-29.0,17.0,1021.0,NE,24.13,0.0,0.0
2011,7,7,14,16.0,9.0,29.0,996.0,cv,4.02,0.0,0.0
2012,3,13,3,135.0,-13.0,-5.0,1022.0,NW,3.13,0.0,0.0
2011,6,20,21,192.0,18.0,28.0,1003.0,SE,29.51,0.0,0.0
2010,7,8,21,33.0,16.0,30.0,1005.0,SE,16.99,0.0,0.0
2013,6,26,12,172.0,21.0,28.0,997.0,SE,8.5,0.0,0.0
2010,3,21,13,49.0,-14.0,13.0,1012.0,cv,3.13,0.0,0.0
2011,1,20,17,58.0,-22.0,-3.0,1028.0,SE,3.58,0.0,0.0
2011,2,24,0,418.0,-3.0,2.0,1016.0,NW,22.35,0.0,0.0
2013,5,14,16,23.0,1.0,31.0,1007.0,cv,6.26,0.0,0.0
2011,4,13,9,163.0,5.0,17.0,1013.0,cv,1.78,0.0,0.0
2010,1,19,5,302.0,-4.0,-1.0,1021.0,NW,11.18,0.0,0.0
2013,2,17,6,247.0,-3.0,-2.0,1017.0,cv,0.45,0.0,0.0
2010,1,4,10,27.0,-22.0,-12.0,1030.0,NW,100.56,0.0,0.0
2013,2,4,15,21.0,-16.0,0.0,1029.0,NE,16.54,0.0,0.0
2011,5,22,13,55.0,0.0,31.0,1010.0,SE,12.96,0.0,0.0
2012,3,26,5,136.0,-5.0,2.0,1020.0,NE,4.47,0.0,0.0
2010,6,21,14,85.0,16.0,30.0,1003.0,SE,3.13,0.0,0.0
2012,2,4,6,9.0,-23.0,-8.0,1028.0,NE,5.81,0.0,0.0
2012,12,1,13,107.0,-14.0,-2.0,1029.0,SE,9.84,0.0,0.0
2013,1,1,5,15.0,-15.0,-12.0,1019.0,NW,3.13,0.0,0.0
2012,8,23,22,62.0,16.0,21.0,1014.0,SE,31.3,0.0,0.0
2012,11,15,3,200.0,-5.0,-3.0,1029.0,cv,1.34,0.0,0.0
2010,5,25,10,33.0,6.0,26.0,1013.0,NW,12.07,0.0,0.0
2011,9,14,8,188.0,19.0,20.0,1011.0,cv,1.78,0.0,0.0
2012,3,29,20,10.0,-13.0,16.0,1015.0,NW,102.37,0.0,0.0
2014,11,7,12,60.0,-6.0,8.0,1033.0,cv,3.56,0.0,0.0
2010,12,7,14,41.0,-17.0,7.0,1013.0,SE,8.04,0.0,0.0
2013,2,6,16,10.0,-20.0,0.0,1026.0,NW,44.7,0.0,0.0
2010,11,18,16,324.0,2.0,8.0,1018.0,SE,7.6,0.0,0.0
2013,4,9,22,11.0,-13.0,7.0,1023.0,NW,46.04,0.0,0.0
2010,4,17,9,151.0,2.0,6.0,1025.0,SE,78.67,0.0,0.0
2013,8,19,6,20.0,16.0,20.0,1011.0,cv,0.89,0.0,0.0
2011,9,29,8,15.0,-2.0,18.0,1019.0,NW,46.49,0.0,0.0
2013,8,5,9,39.0,19.0,26.0,999.0,NW,9.84,0.0,0.0
2011,10,8,3,103.0,9.0,10.0,1019.0,NW,4.47,0.0,0.0
2011,9,24,21,163.0,13.0,17.0,1015.0,SE,1.79,0.0,0.0
2014,2,17,3,117.0,-8.0,-2.0,1034.0,SE,5.81,0.0,0.0
2013,9,4,18,70.0,17.0,21.0,1015.0,SE,7.6,0.0,1.0
2014,12,29,15,28.0,-14.0,11.0,1011.0,NW,25.48,0.0,0.0
2012,6,15,11,4.0,10.0,26.0,1007.0,NE,4.92,0.0,0.0
2012,3,23,1,41.0,-4.0,6.0,1017.0,SE,50.06,0.0,0.0
2010,7,2,0,46.0,19.0,23.0,1000.0,NW,8.05,0.0,0.0
2014,7,30,8,134.0,22.0,23.0,1006.0,cv,0.89,0.0,0.0
2013,11,22,7,54.0,-7.0,0.0,1027.0,NW,16.1,0.0,0.0
2011,3,23,23,15.0,-18.0,8.0,1024.0,NW,27.71,0.0,0.0
2012,10,31,18,38.0,-3.0,8.0,1018.0,cv,1.78,0.0,0.0
2012,9,28,15,0.0,-10.0,24.0,1017.0,NW,192.68,0.0,0.0
2011,11,24,11,114.0,-8.0,0.0,1028.0,SE,0.89,0.0,0.0
2013,5,4,17,65.0,-1.0,25.0,1014.0,SE,42.01,0.0,0.0
2012,10,20,15,154.0,5.0,22.0,1016.0,SE,6.71,0.0,0.0
2014,4,7,12,110.0,-1.0,21.0,1013.0,SE,1.79,0.0,0.0
2013,6,10,20,33.0,15.0,22.0,1011.0,SE,15.2,0.0,0.0
2011,11,29,17,73.0,-10.0,2.0,1033.0,cv,0.45,0.0,0.0
2012,1,11,4,14.0,-19.0,-11.0,1041.0,NE,3.13,0.0,0.0
2012,2,17,1,8.0,-21.0,-8.0,1030.0,NW,140.37,0.0,0.0
2011,12,16,14,20.0,-23.0,-1.0,1037.0,NW,266.89,0.0,0.0
2010,2,17,15,11.0,-26.0,2.0,1026.0,NW,118.91,0.0,0.0
2011,7,6,11,173.0,21.0,30.0,997.0,SE,1.79,0.0,0.0
2010,12,8,22,52.0,-9.0,-2.0,1017.0,SE,1.79,0.0,0.0
2012,10,27,3,272.0,11.0,12.0,1015.0,NW,0.89,0.0,0.0
2010,6,18,3,57.0,16.0,18.0,1002.0,NW,1.79,0.0,0.0
2010,10,27,19,101.0,0.0,4.0,1028.0,cv,1.78,0.0,0.0
2010,6,21,8,59.0,13.0,24.0,1006.0,SE,1.79,0.0,0.0
2011,6,11,20,33.0,16.0,21.0,1005.0,cv,0.89,0.0,0.0
