x1,x2,operation_x1,operation_x2,operation_between,latex_expression
5.6,3.2,tan,square,div,\frac{\tan(5.6)}{(3.2)^2}
2.9,5.7,sqrt,sqrt,sub,\sqrt{2.9} - \sqrt{5.7}
2.9,5.9,tan,log,add,\tan(2.9) + \log(5.9)
2.8,5.4,log,none,add,\log(2.8) + 5.4
2.5,4.7,sin,cos,mul,\sin(2.5) \times \cos(4.7)
3.7,6.7,log,sin,div,\frac{\log(3.7)}{\sin(6.7)}
3.9,7.1,sqrt,none,mul,\sqrt{3.9} \times 7.1
3.5,7.5,square,none,div,\frac{(3.5)^2}{7.5}
1.5,6.2,none,cos,mul,1.5 \times \cos(6.2)
3.6,7.6,exp,sin,sub,\exp(3.6) - \sin(7.6)
0.5,7.5,square,sqrt,sub,(0.5)^2 - \sqrt{7.5}
2.2,3.9,square,sin,mul,(2.2)^2 \times \sin(3.9)
5.6,6.0,square,log,add,(5.6)^2 + \log(6.0)
4.5,7.8,sin,none,sub,\sin(4.5) - 7.8
3.6,4.1,sin,sin,mul,\sin(3.6) \times \sin(4.1)
4.3,9.0,log,none,mul,\log(4.3) \times 9.0
2.5,8.0,log,exp,add,\log(2.5) + \exp(8.0)
1.6,7.2,none,none,div,\frac{1.6}{7.2}
2.7,4.9,sqrt,square,add,\sqrt{2.7} + (4.9)^2
2.1,6.2,sqrt,none,add,\sqrt{2.1} + 6.2
0.7,7.7,square,cos,mul,(0.7)^2 \times \cos(7.7)
4.1,8.8,sqrt,tan,sub,\sqrt{4.1} - \tan(8.8)
6.0,5.5,sqrt,cube,sub,\sqrt{6.0} - (5.5)^3
1.3,7.1,sin,sin,sub,\sin(1.3) - \sin(7.1)
5.7,9.3,tan,sqrt,add,\tan(5.7) + \sqrt{9.3}
4.4,5.8,sin,sqrt,add,\sin(4.4) + \sqrt{5.8}
2.2,6.8,tan,cos,mul,\tan(2.2) \times \cos(6.8)
4.6,3.3,exp,none,mul,\exp(4.6) \times 3.3
3.0,8.1,cos,log,div,\frac{\cos(3.0)}{\log(8.1)}
2.9,6.1,sqrt,none,div,\frac{\sqrt{2.9}}{6.1}
5.2,7.4,tan,cos,add,\tan(5.2) + \cos(7.4)
4.8,3.6,log,tan,div,\frac{\log(4.8)}{\tan(3.6)}
4.9,7.9,square,sin,add,(4.9)^2 + \sin(7.9)
4.8,6.1,square,cos,mul,(4.8)^2 \times \cos(6.1)
1.4,4.9,sqrt,log,add,\sqrt{1.4} + \log(4.9)
2.5,7.4,sqrt,cube,div,\frac{\sqrt{2.5}}{(7.4)^3}
2.7,8.3,cube,none,mul,(2.7)^3 \times 8.3
4.1,3.6,none,cos,add,4.1 + \cos(3.6)
0.1,4.3,sin,sin,mul,\sin(0.1) \times \sin(4.3)
5.7,7.8,cos,none,add,\cos(5.7) + 7.8
4.3,7.8,cube,cos,add,(4.3)^3 + \cos(7.8)
1.8,9.2,log,cos,add,\log(1.8) + \cos(9.2)
2.2,5.1,sqrt,square,mul,\sqrt{2.2} \times (5.1)^2
2.4,7.2,square,none,mul,(2.4)^2 \times 7.2
3.1,4.8,square,sin,sub,(3.1)^2 - \sin(4.8)
1.6,4.9,exp,cube,add,\exp(1.6) + (4.9)^3
0.7,7.0,log,sin,mul,\log(0.7) \times \sin(7.0)
0.9,7.5,log,none,sub,\log(0.9) - 7.5
4.0,5.1,sin,none,mul,\sin(4.0) \times 5.1
5.0,7.7,log,cos,mul,\log(5.0) \times \cos(7.7)
5.9,8.3,none,none,div,\frac{5.9}{8.3}
2.4,7.2,none,cos,mul,2.4 \times \cos(7.2)
5.5,7.0,tan,cube,div,\frac{\tan(5.5)}{(7.0)^3}
0.1,8.6,sqrt,square,sub,\sqrt{0.1} - (8.6)^2
3.3,7.1,cos,square,sub,\cos(3.3) - (7.1)^2
3.2,7.5,log,cos,mul,\log(3.2) \times \cos(7.5)
3.5,9.8,square,sin,mul,(3.5)^2 \times \sin(9.8)
3.5,8.6,none,sin,sub,3.5 - \sin(8.6)
3.9,5.3,log,sin,mul,\log(3.9) \times \sin(5.3)
1.8,5.5,sqrt,none,div,\frac{\sqrt{1.8}}{5.5}
2.6,6.6,sin,tan,add,\sin(2.6) + \tan(6.6)
6.0,7.2,none,square,mul,6.0 \times (7.2)^2
3.3,9.3,exp,sin,mul,\exp(3.3) \times \sin(9.3)
3.7,5.1,tan,sqrt,div,\frac{\tan(3.7)}{\sqrt{5.1}}
2.7,8.5,none,log,add,2.7 + \log(8.5)
3.1,5.8,sqrt,sqrt,add,\sqrt{3.1} + \sqrt{5.8}
3.5,5.8,log,cube,mul,\log(3.5) \times (5.8)^3
2.6,5.7,log,tan,mul,\log(2.6) \times \tan(5.7)
5.5,5.7,log,sin,add,\log(5.5) + \sin(5.7)
2.1,3.2,sin,cos,mul,\sin(2.1) \times \cos(3.2)
5.9,5.6,cos,sin,sub,\cos(5.9) - \sin(5.6)
2.5,6.7,log,cos,add,\log(2.5) + \cos(6.7)
2.5,5.4,none,sin,sub,2.5 - \sin(5.4)
4.2,8.7,log,sqrt,add,\log(4.2) + \sqrt{8.7}
2.8,6.2,log,sqrt,mul,\log(2.8) \times \sqrt{6.2}
2.0,8.7,square,cube,add,(2.0)^2 + (8.7)^3
5.0,7.6,sin,sqrt,add,\sin(5.0) + \sqrt{7.6}
2.1,4.7,cos,cos,add,\cos(2.1) + \cos(4.7)
4.7,5.3,cos,sin,sub,\cos(4.7) - \sin(5.3)
2.8,4.6,log,sin,div,\frac{\log(2.8)}{\sin(4.6)}
1.0,9.2,log,cos,mul,\log(1.0) \times \cos(9.2)
3.3,4.0,none,none,add,3.3 + 4.0
5.4,4.1,cube,sin,sub,(5.4)^3 - \sin(4.1)
0.4,8.9,sin,cos,sub,\sin(0.4) - \cos(8.9)
2.6,6.3,cube,cube,sub,(2.6)^3 - (6.3)^3
4.6,9.4,log,cos,add,\log(4.6) + \cos(9.4)
0.7,7.8,square,none,mul,(0.7)^2 \times 7.8
3.7,5.3,cube,sin,mul,(3.7)^3 \times \sin(5.3)
2.3,7.3,exp,cube,mul,\exp(2.3) \times (7.3)^3
3.6,4.6,log,tan,sub,\log(3.6) - \tan(4.6)
3.5,7.8,sqrt,cos,mul,\sqrt{3.5} \times \cos(7.8)
1.0,6.1,exp,none,add,\exp(1.0) + 6.1
6.0,8.7,sqrt,cos,add,\sqrt{6.0} + \cos(8.7)
2.6,4.1,cube,none,mul,(2.6)^3 \times 4.1
2.6,6.1,log,log,add,\log(2.6) + \log(6.1)
4.2,4.2,cube,sqrt,mul,(4.2)^3 \times \sqrt{4.2}
1.3,5.5,none,sin,mul,1.3 \times \sin(5.5)
0.6,7.3,log,tan,div,\frac{\log(0.6)}{\tan(7.3)}
1.3,9.3,log,sqrt,add,\log(1.3) + \sqrt{9.3}
1.3,8.7,cos,exp,sub,\cos(1.3) - \exp(8.7)
1.8,9.9,cube,none,add,(1.8)^3 + 9.9
5.8,4.6,none,log,add,5.8 + \log(4.6)
5.6,6.2,sqrt,none,add,\sqrt{5.6} + 6.2
3.6,6.5,none,square,mul,3.6 \times (6.5)^2
2.8,7.2,none,cube,div,\frac{2.8}{(7.2)^3}
5.3,7.3,tan,none,mul,\tan(5.3) \times 7.3
6.0,5.3,square,none,add,(6.0)^2 + 5.3
5.7,3.4,tan,log,add,\tan(5.7) + \log(3.4)
2.2,5.6,log,sqrt,add,\log(2.2) + \sqrt{5.6}
3.2,4.6,log,sin,sub,\log(3.2) - \sin(4.6)
5.4,6.5,none,exp,add,5.4 + \exp(6.5)
2.5,8.2,log,square,mul,\log(2.5) \times (8.2)^2
2.8,5.3,sqrt,cube,sub,\sqrt{2.8} - (5.3)^3
3.4,9.4,cos,none,mul,\cos(3.4) \times 9.4
1.7,5.8,square,cube,mul,(1.7)^2 \times (5.8)^3
2.7,5.4,square,sin,mul,(2.7)^2 \times \sin(5.4)
2.0,4.8,log,sin,add,\log(2.0) + \sin(4.8)
2.6,5.7,square,square,add,(2.6)^2 + (5.7)^2
1.0,9.6,square,none,mul,(1.0)^2 \times 9.6
5.5,5.6,square,sqrt,mul,(5.5)^2 \times \sqrt{5.6}
3.9,5.4,exp,sin,mul,\exp(3.9) \times \sin(5.4)
0.1,5.5,log,cos,div,\frac{\log(0.1)}{\cos(5.5)}
4.1,6.5,log,square,add,\log(4.1) + (6.5)^2
1.2,6.6,none,square,sub,1.2 - (6.6)^2
3.8,3.4,sin,cos,mul,\sin(3.8) \times \cos(3.4)
2.4,5.7,log,cos,mul,\log(2.4) \times \cos(5.7)
2.7,6.6,cube,sqrt,mul,(2.7)^3 \times \sqrt{6.6}
2.0,7.1,log,none,sub,\log(2.0) - 7.1
1.9,6.8,cube,cube,add,(1.9)^3 + (6.8)^3
2.5,5.0,log,exp,add,\log(2.5) + \exp(5.0)
3.8,3.1,none,sin,add,3.8 + \sin(3.1)
1.7,4.3,none,tan,mul,1.7 \times \tan(4.3)
5.7,8.3,square,cube,add,(5.7)^2 + (8.3)^3
2.8,7.8,sqrt,sqrt,div,\frac{\sqrt{2.8}}{\sqrt{7.8}}
3.0,3.7,sqrt,none,mul,\sqrt{3.0} \times 3.7
1.8,8.6,cos,sin,mul,\cos(1.8) \times \sin(8.6)
3.3,4.5,sqrt,sin,sub,\sqrt{3.3} - \sin(4.5)
1.2,9.6,none,square,sub,1.2 - (9.6)^2
3.2,5.3,none,tan,mul,3.2 \times \tan(5.3)
3.2,5.0,sqrt,none,sub,\sqrt{3.2} - 5.0
1.8,3.6,sqrt,log,mul,\sqrt{1.8} \times \log(3.6)
3.3,4.6,none,cos,add,3.3 + \cos(4.6)
0.5,6.0,log,sin,div,\frac{\log(0.5)}{\sin(6.0)}
3.2,5.1,log,log,sub,\log(3.2) - \log(5.1)
1.9,8.4,sin,exp,sub,\sin(1.9) - \exp(8.4)
5.7,6.0,tan,none,add,\tan(5.7) + 6.0
2.1,8.1,log,cube,add,\log(2.1) + (8.1)^3
2.4,8.7,sin,none,add,\sin(2.4) + 8.7
4.9,3.1,none,cube,mul,4.9 \times (3.1)^3
4.8,7.0,cube,square,mul,(4.8)^3 \times (7.0)^2
1.8,6.7,log,sin,sub,\log(1.8) - \sin(6.7)
4.7,4.9,log,none,add,\log(4.7) + 4.9
3.0,7.5,none,sin,mul,3.0 \times \sin(7.5)
1.8,9.5,cos,sqrt,sub,\cos(1.8) - \sqrt{9.5}
4.6,8.5,none,none,mul,4.6 \times 8.5
0.7,8.3,exp,cube,add,\exp(0.7) + (8.3)^3
3.0,8.6,exp,log,add,\exp(3.0) + \log(8.6)
2.6,6.8,exp,log,add,\exp(2.6) + \log(6.8)
0.1,6.1,sin,sqrt,add,\sin(0.1) + \sqrt{6.1}
3.9,6.0,log,square,mul,\log(3.9) \times (6.0)^2
3.8,3.8,exp,sqrt,add,\exp(3.8) + \sqrt{3.8}
1.4,6.8,cube,none,add,(1.4)^3 + 6.8
2.4,7.2,tan,cos,add,\tan(2.4) + \cos(7.2)
4.9,3.0,cos,none,mul,\cos(4.9) \times 3.0
4.6,3.7,sin,sqrt,mul,\sin(4.6) \times \sqrt{3.7}
4.1,3.4,none,sqrt,add,4.1 + \sqrt{3.4}
4.2,7.6,square,none,mul,(4.2)^2 \times 7.6
5.3,7.8,log,tan,add,\log(5.3) + \tan(7.8)
3.0,7.5,none,sin,mul,3.0 \times \sin(7.5)
1.1,5.2,sin,sin,add,\sin(1.1) + \sin(5.2)
2.2,9.6,log,square,mul,\log(2.2) \times (9.6)^2
4.1,7.6,sin,cos,div,\frac{\sin(4.1)}{\cos(7.6)}
5.0,6.5,square,cos,sub,(5.0)^2 - \cos(6.5)
2.6,8.8,cos,cos,sub,\cos(2.6) - \cos(8.8)
4.5,3.2,square,exp,add,(4.5)^2 + \exp(3.2)
2.2,5.0,cos,none,sub,\cos(2.2) - 5.0
1.9,9.5,square,none,sub,(1.9)^2 - 9.5
0.1,7.1,log,none,sub,\log(0.1) - 7.1
6.0,5.6,none,none,mul,6.0 \times 5.6
0.7,6.0,sqrt,cos,add,\sqrt{0.7} + \cos(6.0)
4.6,5.4,square,exp,mul,(4.6)^2 \times \exp(5.4)
2.4,3.6,square,cos,mul,(2.4)^2 \times \cos(3.6)
5.8,7.8,square,none,add,(5.8)^2 + 7.8
4.1,9.6,sin,tan,sub,\sin(4.1) - \tan(9.6)
2.5,8.1,sin,none,sub,\sin(2.5) - 8.1
3.1,9.4,square,cube,div,\frac{(3.1)^2}{(9.4)^3}
2.1,4.6,sin,log,add,\sin(2.1) + \log(4.6)
2.7,8.3,exp,sin,add,\exp(2.7) + \sin(8.3)
2.1,9.5,cos,tan,add,\cos(2.1) + \tan(9.5)
3.9,4.9,tan,tan,sub,\tan(3.9) - \tan(4.9)
3.0,5.5,cube,none,mul,(3.0)^3 \times 5.5
5.8,5.5,log,none,sub,\log(5.8) - 5.5
1.3,9.2,none,sin,mul,1.3 \times \sin(9.2)
1.4,8.6,none,exp,mul,1.4 \times \exp(8.6)
1.4,4.9,tan,sin,div,\frac{\tan(1.4)}{\sin(4.9)}
4.7,5.7,none,sin,mul,4.7 \times \sin(5.7)
1.3,7.5,square,log,add,(1.3)^2 + \log(7.5)
1.4,7.1,cos,square,mul,\cos(1.4) \times (7.1)^2
1.4,7.0,log,sin,div,\frac{\log(1.4)}{\sin(7.0)}
0.9,4.1,tan,none,div,\frac{\tan(0.9)}{4.1}
5.9,6.5,none,tan,mul,5.9 \times \tan(6.5)
2.6,5.7,square,cube,mul,(2.6)^2 \times (5.7)^3
0.4,5.1,log,cos,mul,\log(0.4) \times \cos(5.1)
2.0,9.4,log,log,mul,\log(2.0) \times \log(9.4)
2.3,4.0,sqrt,log,mul,\sqrt{2.3} \times \log(4.0)
4.1,6.6,sin,sin,sub,\sin(4.1) - \sin(6.6)
2.9,6.3,none,none,add,2.9 + 6.3
3.4,4.0,sin,sqrt,mul,\sin(3.4) \times \sqrt{4.0}
1.6,6.1,none,cos,div,\frac{1.6}{\cos(6.1)}
3.6,6.9,sin,sin,add,\sin(3.6) + \sin(6.9)
5.8,5.7,sqrt,sqrt,mul,\sqrt{5.8} \times \sqrt{5.7}
3.9,7.3,none,none,sub,3.9 - 7.3
4.4,5.4,none,exp,add,4.4 + \exp(5.4)
1.7,4.8,sqrt,cos,mul,\sqrt{1.7} \times \cos(4.8)
4.6,8.5,none,exp,add,4.6 + \exp(8.5)
3.1,6.3,none,log,add,3.1 + \log(6.3)
4.6,9.5,none,none,div,\frac{4.6}{9.5}
5.2,6.5,none,tan,div,\frac{5.2}{\tan(6.5)}
5.0,7.9,none,tan,mul,5.0 \times \tan(7.9)
3.1,7.6,cube,cube,mul,(3.1)^3 \times (7.6)^3
3.4,4.0,exp,cos,add,\exp(3.4) + \cos(4.0)
4.2,9.2,sqrt,tan,add,\sqrt{4.2} + \tan(9.2)
3.6,7.7,tan,cos,add,\tan(3.6) + \cos(7.7)
2.2,5.6,cos,none,add,\cos(2.2) + 5.6
3.5,8.7,none,sqrt,mul,3.5 \times \sqrt{8.7}
5.4,7.6,square,sin,div,\frac{(5.4)^2}{\sin(7.6)}
0.5,9.0,sqrt,cube,sub,\sqrt{0.5} - (9.0)^3
2.8,5.9,square,none,sub,(2.8)^2 - 5.9
2.5,9.1,square,none,mul,(2.5)^2 \times 9.1
4.8,6.2,none,sin,mul,4.8 \times \sin(6.2)
0.5,7.4,none,none,sub,0.5 - 7.4
1.4,9.2,cos,sin,mul,\cos(1.4) \times \sin(9.2)
4.9,6.4,tan,none,sub,\tan(4.9) - 6.4
3.9,5.2,sin,sqrt,sub,\sin(3.9) - \sqrt{5.2}
2.4,5.0,sqrt,sin,sub,\sqrt{2.4} - \sin(5.0)
1.7,8.7,log,sin,add,\log(1.7) + \sin(8.7)
2.4,9.4,sin,sin,mul,\sin(2.4) \times \sin(9.4)
3.8,9.8,cos,exp,add,\cos(3.8) + \exp(9.8)
0.5,6.0,none,square,sub,0.5 - (6.0)^2
4.3,7.1,square,sin,sub,(4.3)^2 - \sin(7.1)
3.2,5.6,none,tan,div,\frac{3.2}{\tan(5.6)}
2.6,5.8,log,sin,div,\frac{\log(2.6)}{\sin(5.8)}
1.4,3.6,none,sqrt,add,1.4 + \sqrt{3.6}
2.7,8.3,log,square,mul,\log(2.7) \times (8.3)^2
2.0,6.0,square,sin,mul,(2.0)^2 \times \sin(6.0)
3.0,7.7,cos,sqrt,sub,\cos(3.0) - \sqrt{7.7}
1.6,7.6,cube,log,add,(1.6)^3 + \log(7.6)
5.1,6.7,tan,square,mul,\tan(5.1) \times (6.7)^2
5.4,3.0,cos,sqrt,add,\cos(5.4) + \sqrt{3.0}
3.2,3.3,cos,square,add,\cos(3.2) + (3.3)^2
0.8,8.0,exp,sqrt,div,\frac{\exp(0.8)}{\sqrt{8.0}}
4.0,7.9,square,none,sub,(4.0)^2 - 7.9
3.1,5.1,none,tan,mul,3.1 \times \tan(5.1)
5.6,8.9,log,square,add,\log(5.6) + (8.9)^2
3.3,4.4,square,cos,add,(3.3)^2 + \cos(4.4)
2.5,5.2,log,exp,mul,\log(2.5) \times \exp(5.2)
1.4,6.3,square,cube,add,(1.4)^2 + (6.3)^3
3.8,5.1,sqrt,log,mul,\sqrt{3.8} \times \log(5.1)
2.5,7.1,none,sqrt,add,2.5 + \sqrt{7.1}
3.3,4.8,sin,none,add,\sin(3.3) + 4.8
4.7,4.3,cos,none,mul,\cos(4.7) \times 4.3
3.1,5.0,cube,log,sub,(3.1)^3 - \log(5.0)
4.2,4.3,square,sin,add,(4.2)^2 + \sin(4.3)
4.0,7.1,sqrt,sin,div,\frac{\sqrt{4.0}}{\sin(7.1)}
5.4,5.7,cos,none,sub,\cos(5.4) - 5.7
4.5,7.3,cube,none,add,(4.5)^3 + 7.3
2.9,8.3,sqrt,cos,mul,\sqrt{2.9} \times \cos(8.3)
1.5,3.3,log,sin,sub,\log(1.5) - \sin(3.3)
1.6,4.7,square,exp,add,(1.6)^2 + \exp(4.7)
2.7,6.1,sqrt,square,add,\sqrt{2.7} + (6.1)^2
0.7,5.4,log,exp,add,\log(0.7) + \exp(5.4)
5.6,6.2,square,square,sub,(5.6)^2 - (6.2)^2
1.9,8.1,square,cos,sub,(1.9)^2 - \cos(8.1)
1.6,6.5,log,none,add,\log(1.6) + 6.5
4.9,6.3,sqrt,none,add,\sqrt{4.9} + 6.3
2.8,4.7,square,cos,add,(2.8)^2 + \cos(4.7)
1.1,5.9,cos,sqrt,add,\cos(1.1) + \sqrt{5.9}
2.8,6.2,cube,none,add,(2.8)^3 + 6.2
5.0,8.9,log,sin,add,\log(5.0) + \sin(8.9)
2.8,7.1,none,sqrt,add,2.8 + \sqrt{7.1}
3.2,8.5,cube,log,div,\frac{(3.2)^3}{\log(8.5)}
0.7,8.4,cos,cos,mul,\cos(0.7) \times \cos(8.4)
2.5,6.1,exp,none,add,\exp(2.5) + 6.1
2.6,7.0,log,none,mul,\log(2.6) \times 7.0
2.4,6.0,exp,none,mul,\exp(2.4) \times 6.0
2.3,5.8,tan,tan,sub,\tan(2.3) - \tan(5.8)
3.6,4.7,tan,sin,mul,\tan(3.6) \times \sin(4.7)
3.5,4.0,exp,cos,add,\exp(3.5) + \cos(4.0)
5.9,6.3,sqrt,cos,add,\sqrt{5.9} + \cos(6.3)
4.4,3.8,cos,log,add,\cos(4.4) + \log(3.8)
1.8,7.2,log,tan,div,\frac{\log(1.8)}{\tan(7.2)}
4.1,5.4,tan,none,div,\frac{\tan(4.1)}{5.4}
2.4,5.8,sqrt,tan,add,\sqrt{2.4} + \tan(5.8)
5.3,5.0,none,none,mul,5.3 \times 5.0
2.4,5.6,log,sin,mul,\log(2.4) \times \sin(5.6)
3.5,8.5,square,sqrt,add,(3.5)^2 + \sqrt{8.5}
1.3,7.6,exp,cos,add,\exp(1.3) + \cos(7.6)
3.0,4.8,square,log,add,(3.0)^2 + \log(4.8)
5.5,9.9,cos,sin,add,\cos(5.5) + \sin(9.9)
2.5,7.5,log,none,mul,\log(2.5) \times 7.5
5.0,4.2,sin,none,sub,\sin(5.0) - 4.2
3.4,5.6,none,cube,add,3.4 + (5.6)^3
1.5,9.3,none,tan,sub,1.5 - \tan(9.3)
3.1,6.8,log,cube,mul,\log(3.1) \times (6.8)^3
4.3,6.8,sin,sin,add,\sin(4.3) + \sin(6.8)
5.9,5.3,cube,square,add,(5.9)^3 + (5.3)^2
4.4,8.0,sqrt,square,sub,\sqrt{4.4} - (8.0)^2
5.6,8.2,tan,exp,mul,\tan(5.6) \times \exp(8.2)
3.0,8.0,cos,none,mul,\cos(3.0) \times 8.0
2.2,4.1,cos,cube,add,\cos(2.2) + (4.1)^3
5.8,7.3,sin,sin,add,\sin(5.8) + \sin(7.3)
3.1,6.4,log,cos,div,\frac{\log(3.1)}{\cos(6.4)}
0.2,7.1,sin,cos,add,\sin(0.2) + \cos(7.1)
2.1,8.6,none,cos,add,2.1 + \cos(8.6)
5.3,4.7,tan,tan,div,\frac{\tan(5.3)}{\tan(4.7)}
3.9,9.1,tan,none,add,\tan(3.9) + 9.1
2.2,7.3,sqrt,cos,mul,\sqrt{2.2} \times \cos(7.3)
4.5,6.1,cos,cube,mul,\cos(4.5) \times (6.1)^3
2.1,6.3,sqrt,exp,sub,\sqrt{2.1} - \exp(6.3)
3.7,5.2,none,tan,sub,3.7 - \tan(5.2)
1.4,5.9,none,square,add,1.4 + (5.9)^2
4.1,4.3,cube,cos,sub,(4.1)^3 - \cos(4.3)
4.8,6.7,cos,sin,sub,\cos(4.8) - \sin(6.7)
1.3,5.4,square,sqrt,mul,(1.3)^2 \times \sqrt{5.4}
3.0,4.3,tan,cos,sub,\tan(3.0) - \cos(4.3)
3.0,4.6,exp,sqrt,add,\exp(3.0) + \sqrt{4.6}
5.0,5.9,none,sqrt,div,\frac{5.0}{\sqrt{5.9}}
4.3,7.7,exp,exp,mul,\exp(4.3) \times \exp(7.7)
2.6,5.5,sqrt,square,add,\sqrt{2.6} + (5.5)^2
4.4,7.0,sqrt,cos,mul,\sqrt{4.4} \times \cos(7.0)
2.4,6.2,tan,sin,sub,\tan(2.4) - \sin(6.2)
2.1,5.9,sqrt,cos,div,\frac{\sqrt{2.1}}{\cos(5.9)}
0.3,7.9,cos,square,sub,\cos(0.3) - (7.9)^2
2.4,7.4,sin,cos,sub,\sin(2.4) - \cos(7.4)
0.5,5.3,exp,log,div,\frac{\exp(0.5)}{\log(5.3)}
0.1,6.1,none,tan,add,0.1 + \tan(6.1)
3.8,4.0,square,tan,mul,(3.8)^2 \times \tan(4.0)
0.4,6.8,none,sqrt,add,0.4 + \sqrt{6.8}
2.1,3.3,tan,sin,sub,\tan(2.1) - \sin(3.3)
4.1,5.2,none,sqrt,add,4.1 + \sqrt{5.2}
2.5,5.6,sin,tan,sub,\sin(2.5) - \tan(5.6)
3.8,3.6,sqrt,sqrt,add,\sqrt{3.8} + \sqrt{3.6}
3.0,7.1,sqrt,sqrt,mul,\sqrt{3.0} \times \sqrt{7.1}
3.0,8.1,none,none,mul,3.0 \times 8.1
0.4,7.6,cos,sqrt,mul,\cos(0.4) \times \sqrt{7.6}
5.0,5.6,log,none,sub,\log(5.0) - 5.6
1.5,7.1,sin,cos,add,\sin(1.5) + \cos(7.1)
2.8,8.9,none,square,sub,2.8 - (8.9)^2
5.2,4.7,cos,sqrt,sub,\cos(5.2) - \sqrt{4.7}
5.1,9.7,cos,sin,sub,\cos(5.1) - \sin(9.7)
2.5,6.1,sqrt,square,sub,\sqrt{2.5} - (6.1)^2
3.5,3.8,cos,square,div,\frac{\cos(3.5)}{(3.8)^2}
2.0,5.1,log,none,sub,\log(2.0) - 5.1
4.9,8.3,none,none,mul,4.9 \times 8.3
0.4,4.4,log,sin,mul,\log(0.4) \times \sin(4.4)
3.9,7.4,cube,none,div,\frac{(3.9)^3}{7.4}
2.5,6.5,none,cos,add,2.5 + \cos(6.5)
5.9,7.8,sqrt,cube,add,\sqrt{5.9} + (7.8)^3
2.4,7.3,square,none,add,(2.4)^2 + 7.3
5.8,9.5,square,sin,add,(5.8)^2 + \sin(9.5)
2.9,7.7,sqrt,sqrt,mul,\sqrt{2.9} \times \sqrt{7.7}
4.7,5.4,tan,cos,sub,\tan(4.7) - \cos(5.4)
1.7,8.5,log,cos,sub,\log(1.7) - \cos(8.5)
1.9,3.3,square,exp,sub,(1.9)^2 - \exp(3.3)
5.6,6.4,exp,log,mul,\exp(5.6) \times \log(6.4)
0.6,8.8,none,cos,mul,0.6 \times \cos(8.8)
0.3,5.1,sqrt,tan,mul,\sqrt{0.3} \times \tan(5.1)
2.8,5.4,tan,cos,mul,\tan(2.8) \times \cos(5.4)
5.1,9.4,log,none,mul,\log(5.1) \times 9.4
1.4,7.9,square,sqrt,sub,(1.4)^2 - \sqrt{7.9}
3.2,7.5,log,cos,add,\log(3.2) + \cos(7.5)
4.0,3.6,log,none,mul,\log(4.0) \times 3.6
3.1,7.6,log,cos,mul,\log(3.1) \times \cos(7.6)
0.3,6.1,sqrt,none,sub,\sqrt{0.3} - 6.1
2.2,5.0,square,none,mul,(2.2)^2 \times 5.0
1.5,7.0,none,square,div,\frac{1.5}{(7.0)^2}
2.3,3.6,square,sin,add,(2.3)^2 + \sin(3.6)
1.3,4.5,cube,sin,add,(1.3)^3 + \sin(4.5)
4.5,4.1,sqrt,log,add,\sqrt{4.5} + \log(4.1)
2.4,7.4,log,sqrt,sub,\log(2.4) - \sqrt{7.4}
4.7,6.3,square,sin,mul,(4.7)^2 \times \sin(6.3)
4.7,5.8,cos,cos,sub,\cos(4.7) - \cos(5.8)
6.0,4.1,none,sin,mul,6.0 \times \sin(4.1)
4.4,4.2,square,log,mul,(4.4)^2 \times \log(4.2)
5.4,7.5,tan,cube,add,\tan(5.4) + (7.5)^3
0.7,7.8,log,exp,add,\log(0.7) + \exp(7.8)
3.3,5.7,square,cos,mul,(3.3)^2 \times \cos(5.7)
4.3,3.9,tan,cos,add,\tan(4.3) + \cos(3.9)
5.6,5.8,none,none,mul,5.6 \times 5.8
5.4,8.6,log,sqrt,add,\log(5.4) + \sqrt{8.6}
4.9,6.8,square,sin,mul,(4.9)^2 \times \sin(6.8)
1.7,5.0,tan,sin,div,\frac{\tan(1.7)}{\sin(5.0)}
4.2,6.4,tan,none,mul,\tan(4.2) \times 6.4
1.6,4.0,square,tan,add,(1.6)^2 + \tan(4.0)
1.1,7.5,cube,sqrt,div,\frac{(1.1)^3}{\sqrt{7.5}}
2.2,7.0,none,none,sub,2.2 - 7.0
2.7,6.2,cube,cos,add,(2.7)^3 + \cos(6.2)
3.9,6.8,sqrt,none,mul,\sqrt{3.9} \times 6.8
0.7,5.4,sqrt,sin,add,\sqrt{0.7} + \sin(5.4)
2.7,9.0,cos,tan,add,\cos(2.7) + \tan(9.0)
3.8,6.2,square,none,mul,(3.8)^2 \times 6.2
3.7,5.8,cos,none,add,\cos(3.7) + 5.8
0.8,3.1,log,sqrt,add,\log(0.8) + \sqrt{3.1}
1.1,6.7,cube,sqrt,add,(1.1)^3 + \sqrt{6.7}
6.0,9.4,sqrt,square,mul,\sqrt{6.0} \times (9.4)^2
2.0,3.6,log,sqrt,add,\log(2.0) + \sqrt{3.6}
4.2,6.1,square,sqrt,add,(4.2)^2 + \sqrt{6.1}
2.6,7.4,square,sqrt,add,(2.6)^2 + \sqrt{7.4}
3.0,3.5,log,cos,div,\frac{\log(3.0)}{\cos(3.5)}
0.3,6.9,log,none,sub,\log(0.3) - 6.9
1.8,7.7,sqrt,sin,add,\sqrt{1.8} + \sin(7.7)
4.5,8.0,square,none,add,(4.5)^2 + 8.0
3.3,6.6,sqrt,square,mul,\sqrt{3.3} \times (6.6)^2
3.7,5.7,none,log,add,3.7 + \log(5.7)
