price,review_time,rating,category,verified,brand,title,description,review_text,summary
35.0,2516.0,5.0,"Crafts, Hobbies & Home > Crafts & Hobbies",True,Visit Amazon's Diana Gabaldon Page,Cross Stitch,"The first in a trilogy of time travel historical fiction. Set in Scotland, and spanning two centuries, this book takes its heroine from 1945 to 1743. Her love life with a Scottish soldier teaches her that a man's instinct to cherish the woman he loves is as old as time.",Great copy of this great book by Diana Gabaldon.,Five Stars
12.95,2411.0,5.0,Teen & Young Adult > Literature & Fiction,True,Visit Amazon's Julie Prestsater Page,Double Threat My Bleep (Double Threat Series),"Julie Prestsater is a high school reading intervention teacher. This is her third novel. Check out the rest of the Double Threat series, YA standalone novel, You Act So White, and her adult romances.",Sweet,Five Stars
7.2,2332.0,2.0,Politics & Social Sciences > Politics & Government,True,Visit Amazon's Elbert Hubbard Page,A Message to Garcia,"I gave a beggar a dime with the suggestion that he invest it in a copy of Elbert Hubbard's A Message to Garcia. --Napoleon Hill, The Law of Success",this was recommended to me at a time of stress.  I was going to use it for my staff but changed my mind as the circumstance changed,ok
24.95,2784.0,5.0,Travel > United States,True,National Geographic Maps,Oregon Benchmark Road & Recreation Atlas,"This new atlas...is scaled better, contains more information and seems more accurate. A cursory spot check points to Benchmark s exhaustive attention to detail. --Bill Monroe, The Oregonian (Portland)",Don't force me to write something when I don't want to write something!!!,Five Stars
12.99,2446.0,5.0,Teen & Young Adult > Science Fiction & Fantasy,False,Visit Amazon's Bella Forrest Page,A Shade Of Vampire 5: A Blaze Of Sun,<b>What Amazon Reviewers are saying:</b>,Love this series.,Five Stars
3.99,2749.0,5.0,Children's Books > Early Learning,True,Visit Amazon's Annie Kubler Page,"Head, Shoulders, Knees and Toes...","Abbreviated traditional, action rhyme/song (music supplied) introducing eight parts of the body. Realistic colour illustrations modelling babies doing actions.--Opal Dunn""Nursery World"" (03/08/2007)",Good condition.  Thanks,Five Stars
5.54,1756.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Wm. Paul Young,The Shack,Unmarked book with light wear,"The Shack is a book that once you start it, you cannot put it down. I bought it for my daughter who is going through a very hard place. And I also bought it for myself. I felt revived after reading the book and find myself talking to God more and more. This book definitely brings you to a place where God is so real in your life.",Irrisistable!
13.56,1845.0,3.0,Christian Books & Bibles > Christian Living,True,Visit Amazon's Richard Rohr Page,Falling Upward: A Spirituality for the Two Halves of Life,"<span class=""h3color""> <strong>Q&A with Author Richard Rohr</strong> </span><br />",I gave it as a Christmas gift to some one who believes in that sort of stuff I myself am a Christian believer.,For the new age believers
79.98,2894.0,5.0,Books > Biographies & Memoirs,True,Douglas Southall Freeman,R. E. Lee: A Biography (4 Volume Set),R. E. Lee: A Biography by Douglas Southall Freeman.,Excellent book. If you're a civil war buff this is excellent. I found out more about Lee than I ever knew.,Excellent book. If you're a civil war buff this ...
12.0,2512.0,5.0,Romance > Contemporary,True,Visit Amazon's Kelly Elliott Page,A Forever Love,Kelly Elliott is a contemporary romance writer and the author of the Wanted series. She lives in Texas with her husband and daughter. Visit Kelly at authorkellyelliott.blogspot.com.,This was the perfect book in the series.  I really enjoyed Garrett and Emma's story and their struggles.  I think it did a nice job of giving us the romantic background for the rest of the books in the series.,Great book
22.4,2476.0,5.0,History > Americas,True,Visit Amazon's Michael Esslinger Page,Letters from Alcatraz,"Michael Esslinger is a historical researcher and best-selling author whose acclaimed work has appeared in numerous books, film and television documentaries, including segments on the Discovery, National Geographic and History Channels.",Good historical value.,Five Stars
7.93,2469.0,5.0,Literature & Fiction > Action & Adventure,True,Visit Amazon's Robert Louis Stevenson Page,Kidnapped By Robert Louis Stevenson,Robert Louis Stevenson book,An awesome children's classic. Would love to read it to my kids when they are older.,Five Stars
13.65,2565.0,5.0,History > Military,True,Visit Amazon's Eric Schlosser Page,Command and Control,Command and Control,Came quickly and as described - thanks!,Five Stars
17.08,2520.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Sherrilyn Kenyon Page,"Cloak & Silence (The League series, Book 6 of First Generation)","''Kenyon's writing is brisk, ironic, sexy, and relentlessly imaginative.'' --<i>Boston Globe</i> praise for the author",This series is amazing!,Five Stars
14.27,2820.0,5.0,Self-Help > Motivational,True,Visit Amazon's Tony Robbins Page,MONEY Master the Game: 7 Simple Steps to Financial Freedom,"Tony Robbins is a philanthropist and #1 <i>New York Times </i>bestselling author. He lives in Palm Beach, Florida.",easy to read & good content,Five Stars
6.0,2261.0,5.0,Christian Books & Bibles > Literature & Fiction,True,Visit Amazon's Sandra Robbins Page,A Lady's Choice (American Tapestries),SANDRA ROBBINS is the award-winning author of eleven novels and novellas in both the historical romance and romantic suspense genres. She lives with her husband in the small Tennessee where she grew up. They have four grown children and five grandchildren.,Very interesting and informative.  It tells about the terrible things some women in this era went through to get the right to vote.,Excellent read.
4.99,2902.0,5.0,"Children's Books > Activities, Crafts & Games",True,Price Stern Sloan,Doctor Who Mad Libs,"Mad Libs is the world-famous word game that has been delighting fans of all ages since its invention in the 1950s by Roger Price and Leonard Stern. Fill in the blanks of a Mad Libs with any words you choose, and become the author of your own story!",Gift,Five Stars
12.91,423.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Georgette Heyer Page,False Colours,"Georgette Heyer, who wrote over fifty novels died in 1974.",Once again Georgette Heyer writes a book which holds your interest from start to finish. She always manages to have an unexpected ending.,False Colours
11.95,2524.0,5.0,Biographies & Memoirs > Leaders & Notable People,True,Visit Amazon's Bill O'Reilly Page,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),<h2>Amazon Exclusive: Senator John McCain Reviews <em>Killing Patton</em></h2>,Very well researched.  Thoroughly enjoyed reading the book and is a great way to learn about history.,Excellent read
15.73,2438.0,5.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Katy Evans Page,Rogue (The REAL series),"Melanie, having finally met the love of her life, finds herself falling for her boyfriend's reclusive, younger brother and attempts to bring some joy into his life.",I was entranced by the first paragraph and couldn't put it down.  Such a powerful amazingly written love story. Can't wait for the next one!!!,5 stars isn't enough!!
29.95,2444.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's W.E.B. Griffin Page,Under Fire: A Corps Novel (Random House Large Print),"Griffin takes his Marine heroes to Korea, in the biggest Corps novel of them all.",W.E.B Griffin is a great writer. Love this book.,B Griffin is a great writer. Love this book
74.09,2269.0,5.0,History > Europe,True,Visit Amazon's Rick Atkinson Page,Day of Battle,Unusual book,"I am a sort of history buff and Mr Atkinson uncovered details of the campaign I have never heard before.  I enjoyed his style of writing intertwining first person narrative with a well told story.  Also, he plays no favorites with the generals and those who made decisions during the campaign.  I am currently reading the third book in the trilogy.  I hope he writes a similar series about the Pacific campaign.",Great read!
16.97,2037.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Leo Tolstoy Page,War and Peace (Penguin Classics),There remains the greatest of all novelistsfor what else can we call the author of <i>War and Peace</i>? <b>Virginia Woolf</b>,Classic and it was free!  One of the greatest stories of all time.  A must read for every one.  Classic literature!,Classic and it was free!
12.99,2035.0,5.0,"Children's Books > Activities, Crafts & Games",True,Matthew Lore,Rubberneckers: Everyone's Favorite Travel Game,"""Rubberneckers is the newest way to avoid the dread 'Are we there yet?'"" -- <i>Travel & Leisure</i>","We enjoyed this very much, but I recommend this for older children due to the fact that some of the finds are a little challenging",Great for road trip
16.1,2400.0,5.0,Teen & Young Adult > Literature & Fiction,True,Visit Amazon's Paul Zindel Page,The Pigman,Headline newsremarkableZindel has written a story that will not be denied. (Publishers Weekly)<br /><br />An intensely moving story of believably alienated young people. (School Library Journal)<br /><br />This is a shocker of a book. Startling and truthful and vivid. (Young Readers Review),Very good condition,Five Stars
14.04,2450.0,4.0,Literature & Fiction > Women's Fiction,True,Visit Amazon's Emma Chase Page,Tamed (The Tangled Series),This is the definition of a good beach read. (<i>RT Book Reviews in a 4-star review</i>),I love a romance with a twist of funny! This story delivers the funny and the romance is one great read. The characters are likable and I finished this book quickly because I didn't want to put it down. Great job,very cute
1.99,1908.0,4.0,Literature & Fiction > Humor & Satire,True,Visit Amazon's Claire Cross Page,Double Trouble,Claire Cross writes medieval romances for Dell under the name Claire Delacroix.,Story was great. So many twists and turns to the characters lives. And the bantering between father and daughter was so good. I couldn't put it down.,Great read
36.64,854.0,4.0,Reference > Encyclopedias & Subject Guides,True,Holt Rinrhart&Winston,"Bedford Introduction to Literature : Reading, Thinking, Writing","Bedford Introduction to Literature : Reading, Thinking, Writing","I purchased this book as a requirement for a college English course, but found the collection of writings personally interesting. Would recommend it to those who love the classics. The text contains a wide range of poetry, excerpts, and short stories that are critcally acclaimed.",The Bedford Introduction to Literature
5.99,2699.0,5.0,Literature & Fiction > Humor & Satire,True,Visit Amazon's Oscar Wilde Page,The Importance of Being Earnest,"Oscar Fingal O'Flahertie Wills Wilde was a prolific Irish writer who wrote plays, fiction, essays, and poetry. After writing in different forms throughout the 1880s, he became one of London's most popular playwrights in the early 1890s.",arrived quickly,Five Stars
9.95,2523.0,5.0,Politics & Social Sciences > Social Sciences,True,Dr. Jawanza Kunjufu,Motivating and Preparing Black Youth for Success,"<div><div><B>Jawanza Kunjufu</B> is the author of numerous books, including <I>State of Emergency</I>, <I>Countering the Conspiracy to Destroy Black Boys</I>, and <I>Satan, I’m Taking Back My Health</I>. He lives in Chicago.</div></div>",informative,Five Stars
12.09,2534.0,5.0,"Health, Fitness & Dieting > Psychology & Counseling",True,Visit Amazon's Squire D. Rushnell Page,When God Winks: How The Power Of Coincidence Guides Your Life,"'Raising your consciousness to the 'God Winks' that often go by unnoticed, and recognising them as tremendously personal, will affirm that your existence is not random and that you have a role to play in life's grand plan' Squire Rushnell",Excellent,Five Stars
11.04,2579.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Joel C. Rosenberg Page,The Third Target: A J. B. Collins Novel,Rosenberg has ripped a page from current headlines with a heart-stopping plot about the Islamic State. (Publishers Weekly),ABSOLUTELY FANTASTIC! JOEL YOU HAVE DONE IT AGAIN!,Five Stars
